a1,a2,a3,a4,a5,a6,a7,a8,a9
4,4,1,0,3,4,0,32,2
3,4,1,0,1,4,0,48,8
4,3,1,1,3,4,0,39,4
4,4,1,0,1,4,0,37,3
4,4,0,0,1,3,0,33,2
4,4,1,0,1,4,0,32,3
4,4,1,1,1,3,0,25,2
4,4,1,1,2,4,0,37,3
4,4,1,1,1,4,0,40,4
4,4,1,1,2,4,0,38,6
4,4,1,1,1,4,0,36,4
3,3,1,1,2,2,0,27,3
1,3,1,1,3,1,0,22,2
2,2,1,1,2,3,0,22,2
3,4,1,1,2,3,0,30,3
2,2,1,1,3,2,1,20,2
4,4,1,1,1,4,0,34,2
3,4,1,1,3,1,0,31,5
3,3,1,0,3,2,0,30,3
3,4,1,0,1,4,0,44,5
3,3,1,0,2,1,0,24,3
4,4,1,1,1,4,0,19,2
4,4,1,1,2,4,0,28,5
4,4,0,0,1,3,0,27,1
3,3,1,1,2,1,0,29,3
4,4,1,1,2,4,0,37,3
2,2,1,1,2,1,0,32,8
2,2,1,1,4,3,0,21,1
2,3,1,0,3,1,0,33,7
2,3,1,1,3,1,0,23,2
2,2,1,1,3,4,0,36,5
2,4,1,1,3,4,0,33,3
4,4,1,0,1,4,0,35,2
2,3,1,1,3,3,0,25,4
2,4,1,0,2,4,0,29,4
3,3,1,1,2,2,0,23,1
3,3,1,1,2,1,0,19,1
1,2,1,1,2,2,1,35,6
3,3,1,1,3,2,0,25,3
3,4,1,1,1,3,0,40,6
3,4,1,1,2,1,0,17,1
2,4,1,1,3,3,0,25,3
3,3,1,1,3,2,0,24,1
4,4,1,1,3,3,0,23,1
2,4,1,1,3,2,0,25,3
1,3,1,1,3,4,0,30,4
1,1,1,1,4,2,1,31,3
3,4,1,1,3,3,0,26,2
3,4,1,1,2,3,0,28,2
3,3,1,1,3,1,0,30,3
3,4,1,1,1,2,0,29,5
1,3,1,1,3,3,0,24,4
3,4,1,1,1,3,0,26,2
3,3,1,1,3,3,0,25,3
4,4,1,1,1,4,0,35,3
4,4,1,0,2,4,0,22,1
4,4,1,1,2,4,0,19,1
2,3,1,1,2,4,0,29,5
3,4,1,1,3,3,0,21,2
3,3,1,1,3,3,0,21,1
1,4,1,1,2,1,0,41,9
2,4,1,1,2,3,0,37,3
4,4,1,1,3,4,1,27,3
2,3,1,1,2,3,0,26,2
4,4,1,0,3,4,0,37,6
3,3,1,1,2,1,0,25,3
4,3,1,1,2,4,0,32,3
1,4,1,1,3,4,1,34,4
4,4,1,0,2,4,0,23,2
3,4,1,1,3,4,0,28,2
3,4,1,1,3,4,0,24,1
2,3,1,0,2,2,0,32,4
1,2,1,1,3,1,1,22,3
3,3,1,1,2,1,0,25,1
2,3,1,1,2,4,0,25,2
2,3,1,1,2,4,0,38,3
2,2,1,1,3,4,0,33,2
4,4,1,1,1,4,0,41,8
3,3,1,1,3,4,0,29,4
3,4,1,0,1,4,0,22,1
3,3,1,1,3,3,0,29,6
3,4,1,1,3,3,0,26,3
2,3,1,1,3,4,0,28,3
4,4,0,1,3,4,0,27,1
2,4,1,1,3,2,0,29,2
3,4,1,1,3,3,0,24,2
3,4,1,1,3,2,0,29,3
3,4,1,1,3,2,0,38,7
3,2,1,0,3,2,0,23,2
4,3,1,1,3,4,0,20,1
1,4,1,1,3,2,0,32,4
2,3,1,1,3,1,0,25,2
1,2,1,0,3,2,0,26,3
1,2,1,1,3,2,1,23,3
4,4,1,1,3,3,0,23,3
3,4,1,1,2,4,0,28,5
4,4,1,1,3,2,0,22,3
2,4,1,1,3,4,0,28,4
3,3,1,1,3,3,0,26,3
2,3,1,1,3,3,0,26,2
4,3,1,1,3,3,0,24,3
4,4,1,0,1,4,0,29,3
3,4,1,0,1,3,0,29,4
4,4,1,1,1,4,0,42,5
4,4,1,1,3,4,0,27,2
3,4,1,1,1,4,0,35,5
3,4,1,1,3,2,0,21,1
1,3,1,1,3,3,1,21,1
3,4,1,1,3,3,0,22,1
3,3,1,1,3,3,0,28,4
3,4,0,0,1,4,0,22,1
3,2,1,1,3,3,0,23,1
3,3,0,1,2,3,0,28,2
4,4,0,0,2,4,0,30,3
3,4,1,0,3,4,0,25,3
4,4,1,1,2,3,0,33,4
3,4,1,1,3,2,0,33,6
4,4,0,0,3,3,0,30,2
2,4,1,1,3,3,0,22,1
3,3,0,1,3,4,0,38,2
4,3,0,1,3,4,0,35,2
2,2,0,1,3,2,0,34,4
4,4,0,1,3,4,0,39,2
4,3,1,1,1,3,0,47,4
4,4,1,0,1,4,0,38,2
4,4,1,1,1,4,0,43,5
3,3,1,1,2,2,0,21,1
3,4,1,1,1,2,0,30,2
3,4,1,1,1,3,0,27,2
4,4,0,1,3,1,0,22,1
1,2,1,1,2,3,0,25,3
1,3,1,1,3,2,0,22,2
4,4,1,1,2,3,0,28,4
3,3,1,1,2,3,0,25,2
4,4,1,0,3,3,0,26,2
3,3,1,1,3,1,1,31,3
1,3,1,1,3,3,0,32,4
2,4,1,1,3,4,0,35,6
2,3,1,1,3,3,0,24,5
4,4,1,1,1,4,0,28,2
4,4,0,0,2,4,0,36,3
4,4,1,1,1,3,0,47,5
4,4,1,0,1,4,0,26,2
3,4,0,1,3,4,0,22,2
4,4,1,1,4,3,0,30,2
4,4,1,1,1,4,0,41,5
4,4,1,1,3,2,0,19,1
3,4,0,1,3,3,0,45,2
1,2,1,1,2,2,1,35,5
2,2,1,1,3,2,0,21,1
1,2,0,1,2,3,0,32,6
3,4,0,1,3,4,0,32,5
2,3,0,0,3,4,0,46,6
1,2,1,1,3,3,0,41,6
4,4,0,1,3,4,0,36,3
3,4,0,1,3,4,0,37,3
3,4,0,1,2,4,0,37,4
4,4,0,1,3,4,0,35,3
2,3,1,1,3,2,0,29,4
4,4,0,1,2,4,0,28,2
4,4,0,1,1,4,0,46,4
4,3,0,1,2,4,0,34,3
3,3,0,0,3,4,0,43,2
4,4,0,0,3,4,0,28,3
3,3,1,0,2,4,0,28,3
4,4,1,1,2,2,0,34,6
2,4,1,1,3,4,0,27,4
1,3,1,1,3,2,0,36,6
2,2,1,0,3,2,0,17,0
3,3,1,1,3,2,0,21,1
2,2,1,1,3,1,0,25,1
2,3,1,0,3,2,0,23,2
2,2,1,1,3,3,0,25,1
1,2,1,0,4,4,0,35,4
3,4,1,1,3,2,0,32,4
2,3,1,1,4,2,0,37,5
3,4,1,0,3,3,0,31,4
3,4,1,1,3,4,0,25,3
3,4,1,1,2,4,0,26,4
1,2,1,0,2,4,0,39,2
3,3,1,1,2,3,0,21,2
3,2,1,0,3,4,0,35,9
2,2,1,1,3,2,0,20,1
2,3,1,1,3,3,0,40,5
3,3,0,1,2,4,0,41,7
2,4,1,1,1,4,0,36,8
2,4,0,1,3,4,0,40,3
4,4,1,0,1,4,0,32,3
3,4,1,1,2,3,0,24,4
3,4,0,1,2,4,0,20,1
4,4,1,0,1,4,0,32,4
2,2,1,0,3,3,0,22,3
3,3,1,0,2,2,0,30,4
4,4,1,0,1,4,0,31,3
3,4,1,1,1,4,0,35,5
4,4,1,1,3,4,0,38,2
4,4,1,1,1,4,0,31,1
4,4,1,1,2,4,0,25,2
4,4,1,1,1,4,0,30,2
1,2,1,1,3,4,0,22,2
4,4,1,1,1,4,0,31,3
4,4,1,1,3,4,0,29,3
2,3,1,0,3,2,0,29,3
4,4,0,0,3,3,1,38,3
3,4,1,1,2,4,0,22,2
4,4,1,1,1,4,0,45,3
3,4,1,1,3,2,0,26,3
4,4,0,1,3,4,0,37,3
4,4,0,1,2,4,0,36,3
4,4,1,1,2,4,0,33,2
4,4,1,0,1,4,0,32,3
4,4,0,0,1,4,0,35,4
4,4,1,1,1,4,0,25,1
4,4,1,1,4,4,0,31,3
2,3,1,1,2,3,0,25,5
3,2,1,1,2,2,0,26,5
2,3,1,1,2,3,0,23,3
3,4,1,1,1,4,0,28,3
3,4,0,0,3,4,0,34,3
3,4,1,1,3,4,0,46,9
4,4,1,1,1,4,0,25,1
2,1,1,0,3,1,1,21,3
2,3,1,0,3,2,0,25,4
2,3,1,1,2,4,0,28,6
2,4,1,1,1,4,1,36,11
1,2,1,0,3,4,1,46,9
2,2,1,0,3,1,1,35,6
3,2,1,1,2,3,0,41,11
2,4,1,0,1,1,0,27,1
4,4,1,0,3,4,0,25,0
2,2,1,1,3,3,0,23,2
1,1,1,0,3,3,1,48,1
4,4,1,0,1,4,0,23,0
3,4,1,1,3,3,0,31,2
4,4,1,1,3,4,0,49,1
2,3,1,1,1,4,0,42,2
2,4,1,1,3,4,0,26,3
2,2,1,1,3,2,0,21,1
3,4,1,1,1,4,0,29,4
1,2,1,1,2,3,0,38,12
4,4,1,1,3,2,0,25,2
4,4,1,1,3,2,0,22,0
3,4,1,1,3,3,0,20,0
4,4,1,1,1,3,0,35,1
2,3,1,1,3,3,0,32,1
2,4,1,1,1,3,0,38,3
1,2,1,1,1,4,1,27,4
2,4,1,1,2,3,0,41,1
3,4,1,0,1,3,0,28,0
4,4,1,0,3,3,0,23,1
4,4,0,0,2,4,0,27,1
4,4,0,1,1,4,0,33,2
2,2,1,0,3,2,1,39,5
2,2,0,1,2,2,0,41,5
2,2,1,1,1,3,0,40,8
3,4,1,1,3,3,0,43,10
3,4,1,0,2,2,0,35,6
3,4,1,1,3,4,0,32,0
2,3,1,1,2,3,0,49,4
2,2,1,1,3,1,0,47,4
4,4,1,1,2,4,0,42,1
4,4,0,1,1,4,0,48,4
4,4,1,1,1,4,0,42,3
4,4,1,1,1,4,0,37,2
3,3,1,0,2,4,0,23,1
3,4,1,0,2,3,0,24,0
2,3,0,1,2,3,0,43,3
3,3,1,0,3,2,0,24,2
2,4,1,0,3,4,0,29,0
1,1,0,0,2,1,0,45,0
4,4,1,0,2,3,0,31,3
1,4,1,1,1,2,0,44,9
2,3,1,1,3,1,0,28,1
3,4,0,1,2,2,0,28,1
1,2,1,0,3,3,0,33,0
4,4,1,1,1,3,0,43,6
3,4,1,1,1,3,0,34,4
1,4,1,1,2,2,0,36,2
4,4,1,0,2,4,0,22,0
2,3,1,1,3,3,1,35,8
4,4,1,1,1,4,0,25,1
1,2,1,1,2,2,1,43,8
1,4,1,1,1,4,1,46,8
3,4,1,1,1,3,0,27,2
1,1,1,1,2,3,0,30,7
4,4,1,1,3,4,0,25,1
4,4,1,0,1,4,0,42,1
1,3,1,1,3,4,0,30,1
3,3,1,1,2,4,0,27,4
2,3,1,1,2,3,0,45,11
3,4,1,1,1,3,0,29,2
1,4,1,1,3,3,0,36,1
1,2,1,1,3,1,1,49,8
1,4,1,1,2,3,0,47,7
4,4,1,1,2,4,0,30,4
2,3,1,1,3,1,0,24,2
1,1,1,1,2,3,1,48,6
1,2,1,1,2,3,1,47,2
3,4,1,0,3,3,0,24,1
3,4,1,1,2,3,0,48,5
1,2,1,1,3,3,1,38,8
3,4,1,1,1,3,0,45,0
4,4,0,1,2,4,0,43,3
1,1,1,1,3,1,1,33,5
3,4,1,1,3,4,0,37,7
2,1,1,1,2,3,0,36,6
3,4,1,1,1,1,0,25,3
4,4,0,0,1,4,0,49,6
4,4,1,0,1,4,0,30,1
4,4,1,1,1,4,0,35,5
2,4,1,1,3,1,0,28,0
4,2,1,0,3,3,0,30,0
4,4,1,0,1,4,0,27,2
2,4,1,1,2,3,0,45,8
3,1,1,1,3,2,0,46,5
1,4,1,0,4,1,0,28,0
2,4,1,1,2,2,0,21,0
3,4,1,1,3,3,0,20,2
3,3,1,1,3,3,0,28,5
3,3,1,1,2,2,0,25,1
1,2,1,1,2,1,1,38,6
3,4,1,1,3,2,0,20,1
3,4,1,1,2,4,0,24,2
3,1,1,1,2,3,0,39,1
1,3,1,1,4,2,0,25,1
3,4,1,1,3,1,1,23,4
4,4,1,0,1,3,0,24,1
4,4,1,1,1,4,0,26,3
3,4,1,1,3,2,0,20,2
3,3,1,0,3,4,0,31,1
4,4,1,1,2,1,1,22,0
2,3,1,1,2,3,0,36,6
3,4,1,1,1,3,0,45,0
2,2,1,1,2,2,0,47,7
2,3,1,1,2,1,0,30,1
4,4,1,1,1,4,0,35,3
2,2,1,0,2,3,0,34,9
4,4,1,0,1,3,0,28,1
3,4,1,1,3,3,0,18,1
2,3,1,1,3,2,0,25,2
3,4,1,0,3,3,0,27,0
4,4,1,1,3,4,0,21,1
4,4,1,1,1,3,0,19,1
4,4,1,1,3,4,0,26,0
4,4,1,1,1,4,0,28,5
1,3,1,0,2,2,0,38,4
2,3,1,1,3,4,0,39,10
2,3,1,1,3,2,1,45,6
3,4,0,1,2,3,0,30,4
2,4,1,1,3,2,1,47,2
2,2,1,1,3,4,0,38,6
3,3,1,1,2,2,0,42,5
4,4,1,1,1,2,0,31,2
1,2,1,1,3,1,0,44,2
4,4,1,0,1,4,0,42,3
4,4,1,1,1,3,0,28,2
2,4,1,0,3,4,0,34,6
1,3,1,0,1,3,0,45,7
4,4,1,1,1,3,0,43,5
3,4,1,0,3,4,0,28,0
3,4,1,1,3,3,0,27,0
2,3,1,0,4,4,0,26,1
3,4,0,1,2,2,0,26,1
3,4,1,0,2,4,0,37,4
3,4,1,1,1,4,0,48,11
2,3,1,1,3,1,0,47,12
2,4,1,1,3,4,0,22,1
4,4,0,1,1,4,0,48,1
1,3,1,1,2,4,0,42,12
4,4,1,1,1,4,0,32,3
4,4,0,0,1,3,0,33,3
4,4,1,0,1,4,0,45,1
2,3,1,0,3,4,1,26,1
4,4,1,1,1,4,0,45,1
3,3,1,0,2,4,0,25,1
4,3,1,0,3,2,0,36,3
3,3,1,0,3,3,0,31,2
3,4,1,1,3,3,0,22,2
4,4,1,1,1,3,0,46,10
2,3,1,1,3,4,0,26,3
3,2,1,0,3,3,0,25,1
4,4,0,0,2,4,0,20,0
3,4,0,0,2,4,0,31,3
3,3,0,0,2,3,1,36,3
3,2,1,1,4,4,0,47,5
3,4,0,1,3,4,0,43,2
3,4,1,1,3,3,0,20,0
4,4,1,1,1,4,0,24,4
2,2,0,0,2,4,0,33,3
3,4,0,1,2,4,0,41,3
3,4,0,1,2,4,0,48,4
4,4,0,1,1,4,0,32,1
3,3,0,0,3,2,1,38,4
3,4,1,1,3,3,0,48,8
1,3,1,0,3,4,0,34,4
1,1,1,1,3,2,0,31,6
1,2,1,1,3,1,1,46,7
2,2,1,1,3,1,1,45,7
3,4,0,1,3,1,1,34,4
2,4,1,1,3,4,0,16,1
3,2,1,1,3,1,0,18,1
2,2,1,1,3,1,1,22,1
2,2,1,1,2,4,0,32,2
1,3,1,0,2,4,0,41,3
3,3,1,1,2,4,0,22,2
3,2,1,1,2,2,0,23,0
3,4,1,0,3,4,0,22,0
2,2,1,1,2,2,1,40,6
3,4,0,1,2,3,0,29,1
4,4,0,0,3,4,0,42,0
3,4,1,1,3,4,0,29,2
3,2,1,1,3,4,0,31,1
4,4,0,0,1,4,0,28,3
2,3,1,1,3,4,0,21,0
4,4,1,1,1,3,0,26,2
3,4,1,1,3,4,0,37,0
3,4,1,1,2,2,0,24,2
4,4,0,1,2,4,0,25,0
2,1,1,1,2,2,0,22,0
4,4,1,1,1,4,0,45,1
4,4,1,1,1,4,0,47,1
4,4,1,0,3,4,0,28,5
2,2,1,1,3,4,0,24,4
3,3,1,1,2,3,0,34,6
2,3,1,1,1,1,0,47,5
3,4,1,1,1,4,0,31,2
1,3,1,1,3,1,0,26,1
4,4,1,1,1,2,0,25,3
1,1,1,1,2,2,0,47,4
1,1,1,1,1,1,1,48,8
2,2,1,1,3,2,0,38,10
1,3,1,1,2,2,1,32,4
1,2,1,1,2,4,0,47,2
4,4,1,1,1,4,0,27,3
1,1,1,1,3,2,0,40,0
4,4,1,1,1,4,0,46,6
3,3,1,1,3,4,0,33,3
1,2,1,0,2,2,1,49,5
2,4,1,1,3,2,0,21,3
4,4,0,0,2,4,0,31,0
4,4,1,1,3,4,0,42,4
4,4,1,1,1,4,0,35,3
4,4,1,1,3,3,0,31,4
4,4,1,1,1,3,0,42,6
3,4,1,1,3,4,0,49,4
4,4,1,1,1,3,0,21,1
3,4,1,1,1,4,0,28,3
4,4,1,1,1,3,0,22,1
4,4,1,0,1,4,0,36,3
2,2,1,1,3,3,0,45,9
4,4,1,1,1,4,0,40,4
2,2,1,1,3,4,0,30,7
4,4,1,0,1,4,0,35,5
2,4,1,1,1,4,0,26,2
4,4,1,1,1,4,0,45,3
3,3,1,1,3,4,0,27,2
4,4,1,1,1,2,0,32,4
4,4,1,1,1,3,0,27,3
4,4,0,1,1,4,0,28,2
4,4,1,1,2,1,0,30,3
4,4,1,1,2,4,0,34,4
3,4,1,1,2,3,0,26,3
1,4,1,1,1,3,0,44,2
4,4,1,1,1,4,0,29,3
3,4,1,1,3,3,0,26,2
4,4,1,1,1,4,0,41,8
3,3,1,0,3,3,0,32,4
3,1,1,0,3,3,0,23,1
2,3,1,1,1,2,0,38,4
4,4,1,0,2,2,0,22,1
3,4,0,1,1,4,0,34,3
3,4,0,1,2,3,0,38,7
4,4,1,1,1,4,0,21,1
1,3,1,1,1,4,0,43,4
3,3,1,1,1,1,0,44,9
4,4,1,1,2,4,0,24,1
4,4,1,0,3,3,0,27,1
3,4,1,1,3,3,0,34,4
3,4,1,1,1,4,0,29,2
4,4,1,0,2,3,0,26,1
4,4,1,1,1,4,0,37,7
3,4,1,1,1,4,0,21,3
4,4,0,1,2,4,0,47,4
4,4,1,0,2,3,0,41,3
3,4,1,1,1,3,0,29,3
4,4,1,0,1,4,0,25,1
4,4,0,0,1,3,0,33,2
4,4,0,1,1,4,0,23,1
4,4,1,1,2,3,0,32,4
4,4,1,1,1,4,0,45,3
4,4,1,1,1,4,0,37,4
2,4,0,1,3,2,0,35,4
4,4,1,1,3,4,0,37,3
4,4,1,1,2,4,0,35,5
4,4,1,1,3,3,0,23,1
2,2,1,1,2,2,0,38,8
4,4,0,0,2,4,0,41,4
1,2,1,0,3,1,0,35,9
4,4,1,1,3,2,0,29,3
3,3,1,1,1,3,0,26,2
3,3,1,1,3,3,0,22,2
2,3,1,1,3,1,1,30,5
4,4,1,1,3,3,0,36,3
3,4,1,1,1,4,0,26,3
4,4,1,0,3,4,0,32,2
4,4,0,1,2,4,0,39,3
3,4,1,1,1,3,0,29,3
4,4,1,1,1,3,0,40,5
3,3,1,0,3,2,0,43,6
3,4,1,1,3,2,0,44,6
4,4,1,1,2,4,0,24,2
4,4,1,0,1,4,0,42,3
3,4,1,1,1,4,0,33,2
4,4,0,1,2,3,0,24,1
3,4,0,1,2,3,0,28,2
2,1,1,0,2,2,0,32,5
2,2,1,1,3,4,0,26,4
4,4,1,1,1,4,0,27,1
3,4,0,1,2,4,0,41,3
3,4,0,1,3,3,0,28,2
4,4,1,0,3,4,0,23,1
2,2,1,1,4,3,1,31,4
4,4,0,1,2,4,0,33,3
4,4,1,1,1,4,0,35,5
3,4,1,1,3,4,0,39,5
4,4,1,1,1,3,0,27,2
4,4,0,1,1,4,0,48,3
3,1,1,0,3,4,0,25,2
4,4,1,1,2,4,0,38,4
4,4,1,0,1,4,0,48,7
4,4,1,0,3,3,0,34,4
3,3,1,1,1,3,0,36,4
4,4,1,0,3,4,0,34,3
4,4,0,0,2,4,0,42,4
3,3,0,1,1,3,0,45,5
4,4,0,1,2,4,0,37,4
4,4,0,0,2,4,0,38,3
3,3,0,1,3,4,0,42,4
2,4,0,1,2,3,0,42,5
4,4,1,1,1,4,0,41,6
4,4,0,1,1,4,0,43,5
4,4,0,0,3,2,0,34,2
2,3,0,1,2,4,0,44,1
4,4,0,1,1,4,0,41,4
4,4,1,1,1,4,0,36,3
1,2,1,1,3,4,0,34,5
3,2,1,1,3,3,0,32,5
3,3,1,1,1,4,0,34,6
4,4,1,0,3,3,0,24,2
3,3,0,1,3,2,0,21,1
4,3,1,1,3,3,0,38,9
4,4,1,0,1,4,0,39,3
2,2,1,0,2,2,1,35,6
2,3,1,1,3,3,0,30,7
3,4,1,1,3,3,0,17,1
2,4,1,1,3,4,0,32,3
4,4,0,1,1,4,0,43,5
2,2,1,1,3,3,0,31,4
1,2,1,1,3,2,0,24,3
2,4,1,1,1,3,0,26,3
3,4,1,0,1,4,0,35,4
3,4,1,0,3,4,0,46,4
2,3,1,1,3,3,0,29,3
3,4,1,0,3,4,0,21,1
4,4,1,0,1,4,0,31,5
4,4,1,1,3,3,0,24,2
2,4,1,1,3,3,0,24,3
4,4,1,1,1,3,0,36,4
2,3,1,1,3,3,0,37,9
3,3,1,1,3,3,0,37,6
3,3,1,1,1,2,0,37,11
4,4,0,1,2,3,0,44,4
2,3,1,1,2,3,0,35,6
4,4,1,1,3,3,0,25,3
4,4,1,1,2,3,0,21,2
1,2,1,1,3,2,0,24,3
2,3,1,1,3,1,0,16,1
3,2,1,1,3,1,1,21,1
2,4,1,1,2,4,0,25,2
4,4,1,0,2,4,0,26,1
4,4,1,1,1,4,0,43,2
4,4,1,1,1,4,0,24,1
3,4,0,1,3,3,0,30,3
2,3,1,1,3,3,0,30,3
4,4,1,1,3,3,0,26,2
2,4,1,1,3,2,0,29,4
3,4,1,1,3,1,0,24,4
3,3,1,1,3,2,0,29,2
1,2,1,1,3,3,0,29,1
4,4,1,1,2,4,0,22,1
3,3,1,0,3,2,0,30,4
4,4,1,1,2,3,0,24,1
4,4,1,1,1,2,0,25,2
4,4,1,0,1,4,0,44,5
2,3,1,1,2,4,0,28,3
3,3,1,1,3,2,0,22,1
2,2,1,0,2,3,0,30,6
3,4,1,1,2,4,0,25,3
4,4,1,1,3,3,0,25,2
4,4,1,0,1,4,0,33,2
3,3,1,0,2,3,0,33,4
3,3,1,0,2,2,0,26,2
3,4,1,1,3,3,0,29,5
3,3,1,1,2,1,0,32,4
4,4,1,0,3,2,0,30,1
4,4,0,1,1,4,0,37,1
1,2,1,1,3,3,0,31,4
1,2,1,1,3,1,1,36,4
2,2,1,0,2,2,1,36,7
3,4,1,0,2,4,0,26,2
4,4,1,1,1,4,0,36,3
4,4,1,1,2,4,0,28,1
4,4,1,1,3,3,0,33,5
3,4,1,0,2,4,0,25,2
4,4,0,1,1,4,0,31,2
4,4,1,0,1,4,0,38,4
1,2,1,1,3,3,0,35,5
4,4,0,0,2,4,0,33,3
2,2,1,1,3,2,0,30,2
3,3,1,1,2,2,1,20,2
3,3,1,1,2,2,0,18,1
3,2,1,1,3,3,0,30,3
2,3,1,0,3,2,0,35,6
3,3,1,1,3,1,0,22,2
2,4,1,1,3,3,0,28,7
3,3,1,1,3,1,0,21,1
3,4,1,1,3,4,0,27,4
3,4,1,1,3,3,0,30,3
3,4,1,1,3,3,0,25,2
4,4,1,1,3,2,0,26,3
2,4,1,1,1,4,0,37,5
1,3,1,0,3,3,0,47,9
1,1,1,1,3,3,0,36,5
2,3,1,1,2,4,0,36,6
4,4,1,1,2,4,0,36,3
4,4,1,1,3,4,0,28,4
4,4,1,1,3,3,0,21,2
4,4,1,1,2,3,0,25,2
3,4,1,1,3,4,0,30,3
3,3,1,1,3,3,0,22,3
4,3,1,0,2,3,0,23,2
3,4,1,1,3,4,0,36,9
4,3,1,1,3,2,0,28,2
2,2,1,1,2,4,0,46,5
4,4,1,1,3,2,0,47,5
1,4,1,0,2,4,0,41,5
4,4,1,1,3,4,0,44,5
2,3,0,1,3,2,1,34,3
2,3,1,1,3,4,0,37,6
4,4,0,1,1,4,0,34,2
2,4,1,1,3,2,0,22,2
2,3,1,1,2,3,0,33,4
3,4,1,1,3,1,0,21,3
4,4,1,0,3,4,0,31,4
4,3,1,0,3,4,0,41,5
4,3,1,1,3,3,0,30,4
2,4,1,1,3,4,0,32,5
4,4,0,0,2,4,0,27,2
4,4,0,0,2,4,0,26,1
4,4,0,1,2,4,0,42,5
4,4,1,1,1,3,0,24,1
4,4,1,1,1,4,0,37,6
2,3,1,0,3,4,0,30,5
4,4,1,1,1,4,0,27,1
2,4,1,1,3,3,0,34,6
3,4,0,1,1,4,0,32,5
4,4,0,0,2,4,0,28,1
3,3,0,0,2,4,0,29,1
4,4,0,1,2,4,0,42,3
2,2,0,1,4,4,0,21,0
4,4,1,1,3,4,0,22,2
4,4,0,1,3,4,0,36,3
2,3,0,0,2,4,0,45,3
4,4,0,0,2,4,0,34,2
2,3,1,1,3,3,0,35,5
4,4,1,1,2,3,0,19,1
4,4,1,1,3,3,0,27,4
2,4,1,0,2,3,0,37,4
3,2,1,1,3,4,0,26,4
1,3,1,1,3,4,0,28,5
3,4,1,1,1,4,0,31,5
2,2,1,1,2,3,0,32,6
2,2,0,0,2,4,0,40,4
3,3,1,1,2,4,0,27,5
2,2,1,1,2,2,1,27,3
4,4,0,0,2,4,0,37,5
4,3,1,1,2,2,0,22,1
4,4,1,1,1,2,1,27,4
4,4,0,1,2,4,0,21,1
1,3,1,1,3,4,0,30,2
2,2,1,1,2,4,0,23,1
2,4,1,1,1,3,0,25,3
2,4,1,1,2,4,0,42,6
4,4,1,1,1,4,0,29,3
4,4,1,0,2,4,0,33,2
4,4,1,1,1,4,0,33,3
3,3,1,0,1,4,0,39,8
3,3,1,0,2,2,0,33,4
3,3,1,1,2,4,0,17,1
